,City,Country,Department,EndDate,Firstname,FiscalYear,ID,Institution,Lastname,Middlename,NamePrefix,NameSuffix,PostalCode,StartDate,State,Title
171,Washington,USA,{},2011-10-18,Karen,2012,80027,George Washington University,Ahlquist,{},Prof.,{},20052-0001,2011-10-18,DC,{}
172,Santa Barbara,USA,Religious Studies,2014-04-22,Ahmad,2014,82559,"University of California, Santa Barbara",Ahmad,Atif,{},{},93106-0001,2014-04-22,CA,"University of California, Santa Barbara"
173,Rolla,USA,History and Political Science,2003-12-12,Diana,2004,70939,"University of Missouri, Rolla",Ahmad,Lynn,{},{},65409-0001,2003-12-12,MO,Assistant Professor
174,Berkeley,USA,Department of Near Eastern Studies,2012-08-09,Asad,2012,80851,"University of California, Berkeley",Ahmed,Q.,Prof.,{},94704-5940,2012-08-09,CA,Associate Professor of Arabic and Islamic Studies
175,Berkeley,USA,Department of Near Eastern Studies,2014-04-10,Asad,2014,82480,"University of California, Berkeley",Ahmed,Q.,Prof.,{},94704-5940,2014-04-10,CA,Associate Professor of Arabic and Islamic Studies
176,Davidson,USA,Department of Political Science,2005-08-15,Peter,2005,73870,Davidson College,Ahrensdorf,J.,Dr.,{},28036-9405,2005-08-15,NC,James Sprunt Professor of Political Science
177,Davidson,USA,Department of Political Science,2012-08-06,Peter,2012,80771,Davidson College,Ahrensdorf,J.,Dr.,{},28036-9405,2012-08-06,NC,James Sprunt Professor of Political Science
178,Salt Lake City,USA,{},1995-08-25,Zaida,1995,8138,Human Pursuits: Western Humanities Concern,Ahumada,Yvonne,Ms.,{},84106-4086,1995-08-25,UT,Bilingual Director
179,Brooklyn,USA,{},2005-04-11,Wendy,2005,73657,Brooklyn Historical Society,Aibel-Weiss,{},{},{},11201-2711,2005-04-11,NY,Exhibition and Program Developer
180,Blacksburg,USA,{},1990-08-27,Jane,1990,4787,Virginia Polytechnic Institute and State University,Aiken,A.,Dr.,{},24061-2000,1990-08-27,VA,Associate Professor
181,Blacksburg,USA,{},1991-08-30,Jane,1991,4870,Virginia Polytechnic Institute and State University,Aiken,A.,Dr.,{},24061-2000,1991-08-26,VA,Associate Professor
182,Blacksburg,USA,{},1992-09-30,Jane,1992,4974,Virginia Polytechnic Institute and State University,Aiken,A.,Dr.,{},24061-2000,1992-08-28,VA,Associate Professor
183,Blacksburg,USA,{},1993-07-22,Jane,1993,3828,Virginia Polytechnic Institute and State University,Aiken,A.,Dr.,{},24061-2000,1993-07-22,VA,Associate Professor
184,Moscow,USA,{},1900-01-01,Katherine,0,84995,University of Idaho,Aiken,G.,Dr.,{},83844-9803,1900-01-01,ID,Professor of History
185,Moscow,USA,{},1990-04-20,Katherine,1990,7979,University of Idaho,Aiken,G.,Dr.,{},83844-9803,1990-04-19,ID,Professor of History
186,Moscow,USA,{},1993-04-30,Katherine,1993,8064,University of Idaho,Aiken,G.,Dr.,{},83844-9803,1993-04-29,ID,Professor of History
187,Moscow,USA,{},1996-12-04,Katherine,1997,917,University of Idaho,Aiken,G.,Dr.,{},83844-9803,1996-12-04,ID,Professor of History
188,Moscow,USA,{},1999-01-20,Katherine,1999,1145,University of Idaho,Aiken,G.,Dr.,{},83844-9803,1999-01-20,ID,Professor of History
189,Moscow,USA,{},2002-03-25,Katherine,2002,9065,University of Idaho,Aiken,G.,Dr.,{},83844-9803,2002-03-25,ID,Professor of History
190,Moscow,USA,{},2004-06-08,Katherine,2004,72831,University of Idaho,Aiken,G.,Dr.,{},83844-9803,2004-06-08,ID,Professor of History
191,Moscow,USA,{},2006-11-30,Katherine,2007,75360,University of Idaho,Aiken,G.,Dr.,{},83844-9803,2006-11-30,ID,Professor of History
192,Moscow,USA,{},2010-05-05,Katherine,2010,78372,University of Idaho,Aiken,G.,Dr.,{},83844-9803,2010-05-05,ID,Professor of History
193,Moscow,USA,{},2012-04-16,Katherine,2012,80564,University of Idaho,Aiken,G.,Dr.,{},83844-9803,2012-04-16,ID,Professor of History
194,Washington,USA,"Archives of American Art, Smithsonian Institution",2012-10-18,Barbara,2013,81057,Smithsonian Institution,Aikens,D.,{},{},20560-0001,2012-10-18,DC,"Chief, Collections Processing"
195,{},{},{},1993-07-13,Stephen,1993,1867,{},Ainsworth,K.,Prof.,{},{},1993-06-14,{},{}
196,New York,USA,{},1989-08-08,Edna,1989,3549,Marymount Manhattan College,Aizenberg,{},Prof.,{},10021-4532,1989-08-08,NY,Professor of Spanish
197,Monterey,{},Graduate School of International Policy and Management,1900-01-01,Tsuneo,0,85332,Middlebury Institute of International Studies at Monterey,Akaha,{},{},{},{},1900-01-01,CA,Professor of International Policy and Development
198,"Toronto, Ontario",Canada,Department of English and Centre for Medieval Studies,2014-08-12,Suzanne,2014,82822,University of Toronto,Akbari,Conklin,Prof.,{},M5S 1A5,2014-08-12,ZZ,Professor of English and Medieval Studies
199,Minneapolis,USA,{},2005-08-05,Frank,2005,73956,"University of Minnesota, Twin Cities",Akehurst,R.,Prof.,{},55455-0433,2005-08-05,MN,{}
200,Chicago,USA,{},2011-05-26,James,2011,79558,James R. Akerman,Akerman,R.,Dr.,{},60610-3305,2011-05-26,IL,Director
201,St. Cloud,USA,{},2000-06-01,Charlene,2000,8228,Stearns History Museum,Akers,{},Ms.,{},56301,2000-06-01,MN,{}
202,Miami,USA,Department of Religous Studies,2013-12-05,Iqbal,2014,82216,Florida International University Board of Trustees,Akhtar,{},Dr.,{},33199-2516,2013-12-05,FL,Assistant Professor of Religious Studies and Politics & International Relations
203,{},{},{},1998-07-20,David,1998,3265,Unaffiliated Independent Scholar,Akin,{},Dr.,{},{},1998-07-20,{},{}
204,{},{},{},1999-07-19,David,1999,3371,Unaffiliated Independent Scholar,Akin,{},Dr.,{},{},1999-07-19,{},{}
205,{},{},{},2000-07-31,David,2000,3410,Unaffiliated Independent Scholar,Akin,{},Dr.,{},{},2000-07-31,{},{}
206,{},{},{},2003-07-29,David,2003,70080,Unaffiliated Independent Scholar,Akin,{},Dr.,{},{},2003-07-29,{},{}
207,{},{},{},2007-07-23,David,2007,75816,Unaffiliated Independent Scholar,Akin,{},Dr.,{},{},2007-07-23,{},{}
208,Greensboro,USA,Department of History,1900-01-01,Damon,2015,83684,Guilford College,Akins,{},Dr.,{},27410-4173,2015-04-14,NC,Associate Professor
209,Washington,USA,Department of History,1900-01-01,Mustafa,2015,84034,Georgetown University,Aksakal,{},Dr.,{},20057-0001,2015-08-10,DC,Associate Professor of History and Nesuhi Ertegun Chair of Modern Turkish Studies
210,Lancaster,USA,"Music, Affiliate Faculty in the International Studies Program",2013-08-14,Sylvia,2013,81897,Franklin and Marshall College,Alajaji,Angelique,Prof.,{},17603-2802,2013-08-14,PA,"Assistant Professor of Music and Affiliate Faculty, International Studies"
211,Hiram,USA,{},1992-10-26,Nozar,1993,43158,Hiram College,Alaolmolki,{},Prof.,{},44234-9539,1992-10-26,OH,Professor of Political Science
212,Bismarck,USA,{},1993-09-27,Everett,1993,10060,"Great Plains Chautauqua Society, Inc.",Albers,C.,Mr.,{},58502,1993-09-27,ND,{}
213,Bismarck,USA,{},2000-05-19,Everett,2000,204,"Great Plains Chautauqua Society, Inc.",Albers,C.,Mr.,{},58502,2000-05-19,ND,{}
214,Middlebury,USA,Henry Sheldon Museum of Vermont History,2011-04-07,Jan,2011,79391,Henry Sheldon Museum of Vermont History,Albers,{},Ms.,{},05753,2011-04-07,VT,Executive Director
215,Washington,USA,{},2011-04-28,Susan,2011,79474,Association of American Colleges and Universities,Albertine,L.,Dr.,{},20009-1604,2011-04-28,DC,Vice President
216,Memphis,USA,{},1990-03-31,Fred,1990,4755,University of Memphis,Albertson,C.,Prof.,{},38152-0001,1990-02-02,TN,Professor
217,Memphis,USA,{},1991-03-31,Fred,1991,4819,University of Memphis,Albertson,C.,Prof.,{},38152-0001,1991-01-12,TN,Professor
218,Memphis,USA,{},1992-03-31,Fred,1992,4942,University of Memphis,Albertson,C.,Prof.,{},38152-0001,1992-02-03,TN,Professor
219,Bronx,USA,{},2003-07-09,Timothy,2003,70144,"CUNY Research Foundation, Lehman College",Alborn,L.,Prof.,{},10468-1527,2003-07-09,NY,{}
220,Bronx,USA,{},2003-08-11,Timothy,2003,70532,"CUNY Research Foundation, Lehman College",Alborn,L.,Prof.,{},10468-1527,2003-08-11,NY,{}
221,Bronx,USA,{},2008-08-04,Timothy,2008,76583,"CUNY Research Foundation, Lehman College",Alborn,L.,Prof.,{},10468-1527,2008-08-04,NY,{}
222,Oberlin,USA,{},2005-10-12,Ann,2006,74286,Oberlin College,Albright,Cooper,Dr.,{},44074-1099,2005-10-12,OH,{}
223,Cambridge,USA,Department of English and American Literature,1997-04-28,Daniel,1997,6059,Harvard University,Albright,{},Prof.,{},02138-3800,1997-04-28,MA,Ernest Bernbaum Professor of English
224,Cambridge,USA,Department of English and American Literature,2000-05-03,Daniel,2000,5795,Harvard University,Albright,{},Prof.,{},02138-3800,2000-05-03,MA,Ernest Bernbaum Professor of English
225,Cambridge,USA,Department of English and American Literature,2003-01-09,Daniel,2003,69854,Harvard University,Albright,{},Prof.,{},02138-3800,2003-01-09,MA,Ernest Bernbaum Professor of English
226,Cambridge,USA,Department of English and American Literature,2005-04-22,Daniel,2005,73733,Harvard University,Albright,{},Prof.,{},02138-3800,2005-04-22,MA,Ernest Bernbaum Professor of English
227,Andover,USA,{},2000-05-24,Gary,2000,10235,Northeast Document Conservation Center,Albright,E.,Mr.,{},01810-1438,2000-05-24,MA,{}
228,{},{},St. Agnes Academy,2013-04-16,Mark,2013,81604,Unaffiliated Independent Scholar,Albright,{},Mr.,{},{},2013-04-16,{},"Chair, History and Social Sciences"
229,Stanford,USA,Digital Library Systems and Services,1900-01-01,Benjamin,0,86006,Stanford University Library,Albritton,{},{},{},94305,1900-01-01,CA,Digital Medieval Projects Manager
230,San Antonio,USA,Department of History,2003-02-06,Ward,2003,69822,St. Mary's University of San Antonio,Albro,{},Dr.,{},78228-5433,2003-02-06,TX,"Visiting Professor, O'Connor Chair"
231,Davis,USA,{},1996-12-15,Emily,1997,7268,"University of California, Davis",Albu,{},{},{},95618-6153,1996-11-15,CA,Department of History
232,Minneapolis,USA,{},1991-12-05,Joseph,1992,6820,"University of Minnesota, Dumbarton Oaks",Alchermes,D.,Mr.,{},55455,1991-12-05,MN,{}
233,Newark,USA,Department of History,2001-07-23,Suzanne,2001,2453,University of Delaware,Alchon,A.,Prof.,{},19716-0099,2001-07-23,DE,Associate Professor of History
234,Knoxville,USA,Department of Modern Foreign Languages and Literatures,1900-01-01,Rudyard,2015,84036,"University of Tennessee, Knoxville",Alcocer,J.,{},{},37996-0001,2015-08-11,TN,Forrest & Patsy Shumway Chair of Excellence in Romance Languages
235,Ann Arbor,USA,"Office of the President,Special Counsel for Institutional Outreach and Engagement",2008-08-06,Susan,2008,76691,"University of Michigan, Ann Arbor",Alcock,{},Dr.,{},48109-1382,2008-08-06,MI,Professor of Archaeology and Classics
236,Seattle,USA,Department of History,1990-05-18,Dauril,1990,58990,University of Washington,Alden,{},Prof.,{},98105-6613,1990-05-18,WA,Prof. of History & Latin Am.
237,Tucson,USA,Department of Anthropology,2004-10-13,Mark,2005,73307,University of Arizona,Aldenderfer,S.,Dr.,{},85721-0001,2004-10-13,AZ,"Professor of Anthropology, Director, Office of Information Technology"
238,Tucson,USA,Department of Anthropology,2007-11-27,Mark,2008,76178,University of Arizona,Aldenderfer,S.,Dr.,{},85721-0001,2007-11-27,AZ,"Professor of Anthropology, Director, Office of Information Technology"
239,Tucson,USA,Department of Anthropology,2010-10-07,Mark,2011,78823,University of Arizona,Aldenderfer,S.,Dr.,{},85721-0001,2010-10-07,AZ,"Professor of Anthropology, Director, Office of Information Technology"
240,St. George,USA,{},1990-07-13,Douglas,1990,85,Dixie College,Alder,D.,Mr.,{},84770-3876,1990-07-13,UT,Professor
241,Green Bay,USA,Department of Humanistic Studies,2007-08-07,Gregory,2007,75693,"University of Wisconsin, Green Bay",Aldrete,S.,Prof.,{},54311-7003,2007-08-07,WI,Frankenthal Professor of Humanistic Studies and History
242,West Lafayette,USA,Department of Political Science,2014-07-28,Daniel,2014,82848,Purdue University,Aldrich,P.,Dr.,{},47907-2040,2014-07-28,IN,Associate Professor of Political Science and University Faculty Scholar
243,New York,USA,Academic Reference,1990-12-05,Elizabeth,1991,6735,Oxford University Press,Aldrich,{},Ms.,{},10016,1990-12-05,NY,Independent Scholar
244,New York,USA,Academic Reference,1991-12-02,Elizabeth,1992,6805,Oxford University Press,Aldrich,{},Ms.,{},10016,1991-12-02,NY,Independent Scholar
245,New York,USA,Academic Reference,1992-12-07,Elizabeth,1993,6916,Oxford University Press,Aldrich,{},Ms.,{},10016,1992-12-07,NY,Independent Scholar
246,New York,USA,Academic Reference,1997-07-21,Elizabeth,1997,4139,Oxford University Press,Aldrich,{},Ms.,{},10016,1997-07-21,NY,Independent Scholar
247,Atlanta,USA,{},1989-05-19,June,1989,5011,Spelman College,Aldridge,M.,Prof.,{},30314-4399,1989-05-19,GA,Department of English
248,Atlanta,USA,{},1990-05-18,June,1990,5016,Spelman College,Aldridge,M.,Prof.,{},30314-4399,1990-05-18,GA,Department of English
249,Atlanta,USA,{},1996-05-24,June,1996,5045,Spelman College,Aldridge,M.,Prof.,{},30314-4399,1996-05-24,GA,Department of English
250,Atlanta,USA,{},1997-05-23,June,1997,5048,Spelman College,Aldridge,M.,Prof.,{},30314-4399,1997-05-23,GA,Department of English
251,Albuquerque,USA,{},2004-07-19,Jesse,2004,73086,University of New Mexico,Aleman,{},Dr.,{},87131-0001,2004-07-19,NM,{}
252,{},{},{},2014-11-13,Adele,2015,83321,{},Alexander,L.,Ms.,{},{},2014-11-13,{},{}
253,Washington,USA,{},1989-09-15,Benjamin,1989,1697,Heritage Foundation,Alexander,B.,Dr.,{},20002,1989-09-15,DC,{}
254,Washington,USA,{},1990-02-15,Benjamin,1990,50364,Heritage Foundation,Alexander,B.,Dr.,{},20002,1990-02-15,DC,{}
255,Kansas City,USA,{},2001-06-22,Brian,2001,236,National WWI Museum,Alexander,{},Mr.,{},64108-4603,2001-06-22,MO,President and CEO
256,Ann Arbor,USA,{},2010-04-05,Bryan,2010,78337,National Institute for Technology and Liberal Education,Alexander,{},Dr.,{},48103-4978,2010-04-05,MI,Director of Research
257,Ann Arbor,USA,{},2012-11-28,Bryan,2013,81303,National Institute for Technology and Liberal Education,Alexander,{},Dr.,{},48103-4978,2012-11-28,MI,Director of Research
258,Charlottesville,USA,Department of Politics,2006-07-25,Gerard,2006,74896,University of Virginia,Alexander,{},Prof.,{},22903-4833,2006-07-25,VA,Associate Professor
259,{},USA,{},1996-01-19,Jody,1996,10400,Secondary School,Alexander,{},Ms.,{},{},1995-12-15,{},{}
260,{},USA,{},1997-01-15,Jody,1997,10411,Secondary School,Alexander,{},Ms.,{},{},1996-12-15,{},{}
261,Davis,USA,Information and Educational Technology,2009-06-15,Kirk,2009,77398,"University of California, Davis",Alexander,{},{},{},95618-6153,2009-06-15,CA,Program Manager
262,Manhattan,USA,{},1989-02-23,Loren,1989,1949,Kansas State University,Alexander,R.,Dr.,{},66506-0100,1989-02-23,KS,Associate Professor
263,Manhattan,USA,{},1990-07-06,Loren,1990,1721,Kansas State University,Alexander,R.,Dr.,{},66506-0100,1990-05-28,KS,Associate Professor
264,Manhattan,USA,{},1991-07-08,Loren,1991,1781,Kansas State University,Alexander,R.,Dr.,{},66506-0100,1991-05-31,KS,Associate Professor
265,Crownsville,USA,Museum Assistance Program,2001-03-30,Mary,2001,8266,Maryland Historical Trust,Alexander,S.,{},{},21032,2001-03-30,MD,Administrator
266,Crownsville,USA,Museum Assistance Program,2003-07-31,Mary,2003,70307,Maryland Historical Trust,Alexander,S.,{},{},21032,2003-07-31,MD,Administrator
267,Norman,USA,{},2002-04-24,Michael,2002,9092,"University of Oklahoma, Norman",Alexander,{},Prof.,{},73019-3003,2002-04-24,OK,{}
268,Los Angeles,USA,UCLA Music Library,2010-12-07,Peggy,2011,79077,"University of California, Los Angeles",Alexander,{},{},{},90095-9000,2010-12-07,CA,"Head, Performing Arts Special Collections"
269,Dayton,USA,{},1998-08-03,Roberta,1998,4218,University of Dayton,Alexander,S.,Dr.,{},45469-0001,1998-08-03,OH,Department of History
270,Fort Collins,USA,{},2007-02-12,Ruth,2007,75516,Colorado State University,Alexander,M.,Prof.,{},80521-2807,2007-02-12,CO,{}
271,Madison,USA,{},2013-04-23,Kenneth,2013,81567,Drew University,Alexo,{},Dr.,{},07940-1493,2013-04-23,NJ,{}
272,San Diego,USA,Department of Political Science,1900-01-01,Mikhail,0,86072,San Diego State University,Alexseev,{},{},{},92182-0001,1900-01-01,CA,Professor of Political Science
273,East Lansing,USA,{},1992-03-31,John,1992,4937,Michigan State University,Alford,A.,Prof.,{},48824-3407,1992-02-03,MI,Prof. of English
274,{},{},{},1992-12-31,Nina,1993,5407,{},Alford,{},Ms.,{},{},1992-11-03,{},{}
275,{},{},{},1994-12-12,Guillermo,1995,36909,Unaffiliated Independent Scholar,Algaze,{},Prof.,{},{},1994-12-12,{},{}
276,{},{},{},2007-01-29,Guillermo,2007,75515,Unaffiliated Independent Scholar,Algaze,{},Prof.,{},{},2007-01-29,{},{}
277,Athens,USA,{},1994-02-02,John,1994,50458,"University of Georgia Research Foundation, Inc.",Algeo,{},Prof.,{},30602-1589,1994-02-02,GA,{}
278,Helsinki,Finland,{},1900-01-01,Juha,0,85953,University of Helsinki,Alho,{},Prof.,{},{},1900-01-01,ZZ,Professor of Social Statistics
279,Chicago,USA,{},1995-04-18,Camila,1995,8131,American Library Association,Alire,{},Dr.,{},60611-2729,1995-04-17,IL,{}
280,St. Paul,USA,{},1998-03-13,Catherine,1998,9790,"Twin Cities Public Television, Inc.",Allan,M.,Ms.,{},55101-1492,1998-03-13,MN,Senior Executive Producer
281,St. Paul,USA,{},2005-12-12,Catherine,2006,74504,"Twin Cities Public Television, Inc.",Allan,M.,Ms.,{},55101-1492,2005-12-12,MN,Senior Executive Producer
282,St. Paul,USA,{},2010-04-12,Catherine,2010,78292,"Twin Cities Public Television, Inc.",Allan,M.,Ms.,{},55101-1492,2010-04-12,MN,Senior Executive Producer
283,St. Paul,USA,{},2012-04-13,Catherine,2012,80538,"Twin Cities Public Television, Inc.",Allan,M.,Ms.,{},55101-1492,2012-04-13,MN,Senior Executive Producer
284,St. Paul,USA,{},2014-05-13,Catherine,2014,82628,"Twin Cities Public Television, Inc.",Allan,M.,Ms.,{},55101-1492,2014-05-13,MN,Senior Executive Producer
285,Eugene,USA,Department of Comparative Literature,1900-01-01,Michael,2015,84005,University of Oregon,Allan,{},{},{},97403-5219,2015-07-14,OR,Assistant Professor of Comparative Literature
286,Annapolis,USA,{},1990-01-18,Wendy,1990,28354,"St. John's College, Main Campus",Allanbrook,J.,Dr.,{},21401-1687,1990-01-18,MD,{}
287,Annapolis,USA,{},1992-12-07,Wendy,1993,6918,"St. John's College, Main Campus",Allanbrook,J.,Dr.,{},21401-1687,1992-12-07,MD,{}
288,Annapolis,USA,{},1993-10-07,Wendy,1994,32099,"St. John's College, Main Campus",Allanbrook,J.,Dr.,{},21401-1687,1993-10-07,MD,{}
289,Louisville,USA,{},2002-11-22,Ann,2003,68729,University of Louisville,Allen,T.,Prof.,{},40292-0001,2002-11-22,KY,{}
290,Louisville,USA,{},2003-08-14,Ann,2003,70346,University of Louisville,Allen,T.,Prof.,{},40292-0001,2003-08-14,KY,{}
291,Cleveland,USA,Communication Department,2000-02-14,Austin,2000,8929,Cleveland State University,Allen,{},{},{},44115-2214,2000-02-14,OH,{}
292,Notre Dame,USA,{},1991-04-26,Barbara,1991,10011,University of Notre Dame,Allen,{},Prof.,{},46556-4635,1991-04-25,IN,Chair & Assc. Prof.Am. Studies
293,Northfield,USA,Department of Political Science,2001-07-31,Barbara,2001,2477,Carleton College,Allen,{},Prof.,{},55057-4044,2001-07-31,MN,Associate Professor
294,Northfield,USA,Department of Political Science,2006-07-11,Barbara,2006,74952,Carleton College,Allen,{},Prof.,{},55057-4044,2006-07-11,MN,Associate Professor
295,Pueblo,USA,{},2013-03-28,Beverly,2013,81469,Colorado State University-Pueblo,Allen,{},Mrs.,{},81001-4901,2013-03-28,CO,University Archivist
296,Lawrence,USA,{},2014-07-22,Brad,2014,82908,Lawrence Public Library Foundation,Allen,{},Mr.,{},66044-2736,2014-07-22,KS,{}
